id_lieu;annee_tournage;type_tournage;nom_tournage;nom_realisateur;nom_producteur;adresse_lieu;ardt_lieu;date_debut;date_fin;coord_x;coord_y;geo_shape;geo_point_2d;actors;runtime;Genre;Metascore;Released;Rating;nb_votes
2016-2318;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;18  RUE  VAUQUELIN;75005;2016-05-13;2016-05-14;2.34698;48.84093;"{""type"": ""Point"", ""coordinates"": [2.346980000522532, 48.84092999978856]}";48.8409299998,2.34698000052;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2018-1553;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;86 rue du ruisseau, 75018 paris;75018;2018-12-07;2018-12-07;2.34155989;48.89592712;"{""type"": ""Point"", ""coordinates"": [2.341559894376828, 48.89592711753139]}";48.8959271175,2.34155989438;Melha Bedia, Valérie Lemercier, Alison Wheeler, Bastien Ughetto;95 min;Comedy;N/A;15 Apr 2020;5.0;628
2016-2326;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;RUE  DE CLUNY;75005;2016-10-20;2016-10-20;2.344829;48.850563;"{""type"": ""Point"", ""coordinates"": [2.344828999601834, 48.85056299974405]}";48.8505629997,2.3448289996;Gemma Arterton, Dominic Cooper, Frances Barber, Marthe Keller;101 min;Drama;75;03 Aug 2018;5.9;1,929
2016-2356;2016;Long métrage;LOLA PATER;NADIR MOKNECHE;BLUE MONDAY PRODUCTIONS;8  RUE  POLIVEAU;75005;2016-04-01;2016-04-02;2.360891;48.840372;"{""type"": ""Point"", ""coordinates"": [2.360890999997705, 48.840371999938164]}";48.8403719999,2.360891;Fanny Ardant, Tewfik Jallab, Nadia Kaci, Véronique Dumont;95 min;Drama;N/A;09 Aug 2017;6.4;387
2016-2360;2016;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;VILLA  EMILE LOUBERT/RUE MOUZAIA;75019;2016-06-22;2016-06-23;2.393727;48.879854;"{""type"": ""Point"", ""coordinates"": [2.393726999617455, 48.87985400026524]}";48.8798540003,2.39372699962;Gilles Lellouche, Louise Bourgoin, Manu Payet, Marilou Berry;97 min;Comedy, Family;N/A;19 Apr 2017;5.3;832
2020-847;2020;Série TV;Sacha;Lea Fazer;Norte Productions;rue saint-denis, 75002 paris;75002;2020-11-24;2020-11-24;2.35051245;48.86548807;"{""type"": ""Point"", ""coordinates"": [2.350512448973898, 48.86548806775042]}";48.8654880678,2.35051244897;Melissa Leo, Zachary Quinto, Joseph Gordon-Levitt, Jaymes Butler;134 min;Biography, Crime, Drama, Thriller;58;16 Sep 2016;7.3;140,664
2018-841;2018;Série Web;La République;Simon Bouisson;Cinétévé;rue de marseille, 75010 paris;75010;2018-07-27;2018-07-27;2.36434456;48.87176675;"{""type"": ""Point"", ""coordinates"": [2.364344556290774, 48.87176675385785]}";48.8717667539,2.36434455629;Thomas Chabrol, Alain Libolt, Gwenaëlle Simon, Vanessa Larré;36 min;Short;N/A;08 Mar 2010;6.2;19
2018-854;2018;Série TV;Une famille Formidable;Nicolas Herdt;Panama productions;24 boulevard de la tour-maubourg, 75007 paris;75007;2018-07-27;2018-07-27;2.31002598;48.86042103;"{""type"": ""Point"", ""coordinates"": [2.310025984960035, 48.8604210276532]}";48.8604210277,2.31002598496;Anny Duperey, Bernard Le Coq, Alexandre Thibault, Jennifer Lauret;90 min;Comedy, Romance;N/A;17 Sep 1992;5.6;105
2020-874;2020;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;16 avenue victor hugo, 75116 paris;75116;2020-11-23;2020-11-23;2.29169672;48.87249871;"{""type"": ""Point"", ""coordinates"": [2.29169671724607, 48.872498713095425]}";48.8724987131,2.29169671725;;;;;;;
2020-880;2020;Long métrage;Rosa;Aurélie Saada;SILEX;place de la concorde, 75008 paris;75008;2020-11-09;2020-11-09;2.32053484;48.8666995;"{""type"": ""Point"", ""coordinates"": [2.320534842202644, 48.866699494682805]}";48.8666994947,2.3205348422;Andrea Otalvaro, Lana Baric, Andrzej Chyra, Mirjana Karanovic;98 min;Drama;N/A;07 Jun 2019;4.8;229
2016-814;2016;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;PASSERELLE*  DU BASSIN DE LA VILLETTE;75019;2016-09-14;2016-09-14;2.387721;48.876995;"{""type"": ""Point"", ""coordinates"": [2.387720999572045, 48.876995000208645]}";48.8769950002,2.38772099957;April Bogenschutz;N/A;Comedy;N/A;N/A;N/A;N/A
2018-1279;2018;Série TV;Clem;Stéphane Malhuret;MERLIN PRODUCTIONS;9 avenue du général laperrine, 75012 paris;75012;2018-11-05;2018-11-05;2.407188;48.83426786;"{""type"": ""Point"", ""coordinates"": [2.4071879996910033, 48.8342678609169]}";48.8342678609,2.40718799969;Lucie Lucas, Carole Richert, Jean Dell, Élodie Fontan;90 min;Comedy;N/A;22 Feb 2010;6.0;110
2016-821;2016;Long métrage;KOTO;YUKI SAITO;HAUT LES MAINS;RUE  DE BELLEVILLE;75020;2016-03-04;2016-03-04;2.390942;48.875382;"{""type"": ""Point"", ""coordinates"": [2.390941999445372, 48.87538200030109]}";48.8753820003,2.39094199945;Momoe Yamaguchi, Tomokazu Miura, Keiko Kishi, Jun Izumi;125 min;Drama;N/A;06 Dec 1980;6.7;62
2019-238;2019;Long métrage;POLICE;ANNE FONTAINE;F COMME FILM;13 rue edouard robert, 75012 paris;75012;2019-03-08;2019-03-09;2.39917795;48.83689818;"{""type"": ""Point"", ""coordinates"": [2.399177950535763, 48.83689817615089]}";48.8368981762,2.39917795054;Virginie Efira, Omar Sy, Grégory Gadebois, Payman Maadi;98 min;Crime, Drama;N/A;02 Sep 2020;5.3;844
2016-835;2016;Série TV;THE COLLECTION;DAN ZEFF;FEDERATION ENTERTAINMENT;CITE  DE TREVISE;75009;2016-05-23;2016-05-23;2.346796;48.875078;"{""type"": ""Point"", ""coordinates"": [2.3467960005974042, 48.87507800010552]}";48.8750780001,2.3467960006;Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Lee Tergesen;82 min;Horror, Thriller;38;30 Nov 2012;6.1;46,278
2019-259;2019;Série TV;BALTHAZAR 7,8;VINCENT JAMAIN;BEAUBOURG STORIES;rue de l'arsenal, 75004 paris;75004;2019-03-15;2019-03-15;2.36605808;48.85055983;"{""type"": ""Point"", ""coordinates"": [2.366058075698666, 48.850559824165394]}";48.8505598242,2.3660580757;Tomer Sisley, Hélène de Fougerolles, Yannig Samot, Philypa Phoenix;52 min;Crime, Thriller;N/A;20 Nov 2018;7.6;836
2019-1502;2019;Série TV;Emily in Paris;Darren Star;NW2020;3 rue de l'echaudé, 75006 paris;75006;2019-11-05;2019-11-05;2.33668576;48.85482887;"{""type"": ""Point"", ""coordinates"": [2.336685763670233, 48.85482886703457]}";48.854828867,2.33668576367;Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo;30 min;Comedy, Drama, Romance;N/A;02 Oct 2020;7.0;49,976
2019-1503;2019;Série TV;Emily in Paris;Darren Star;NW2020;rue cardinale, 75006 paris;75006;2019-11-05;2019-11-05;2.33612385;48.85437245;"{""type"": ""Point"", ""coordinates"": [2.336123854639613, 48.854372449251954]}";48.8543724493,2.33612385464;Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo;30 min;Comedy, Drama, Romance;N/A;02 Oct 2020;7.0;49,976
2016-876;2016;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;25  AVENUE  DE L'OBSERVATOIRE;75006;2016-10-28;2016-10-28;2.337469;48.841911;"{""type"": ""Point"", ""coordinates"": [2.33746900040326, 48.8419109999921]}";48.841911,2.3374690004;Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant, Sigrid Bouaziz;93 min;Drama, Horror, Thriller;50;13 Jul 2018;6.0;10,750
2016-2393;2016;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;49  RUE  DES PETITES ECURIES;75010;2016-11-24;2016-11-24;2.349195;48.873874;"{""type"": ""Point"", ""coordinates"": [2.349194999809021, 48.8738740003857]}";48.8738740004,2.34919499981;Ramzy Bedia, Fabrice Eboué, Guillaume de Tonquédec, Audrey Lamy;90 min;Comedy, Music;N/A;11 Oct 2017;5.8;1,290
2018-908;2018;Série TV;Une famille Formidable;Nicolas Herdt;Panama productions;place raoul dautry, 75015 paris;75015;2018-08-09;2018-08-09;2.32013433;48.84183989;"{""type"": ""Point"", ""coordinates"": [2.320134333051505, 48.8418398895641]}";48.8418398896,2.32013433305;Anny Duperey, Bernard Le Coq, Alexandre Thibault, Jennifer Lauret;90 min;Comedy, Romance;N/A;17 Sep 1992;5.6;105
2016-2398;2016;Série TV;MUNCH;NICOLAS GUICHETEAU;EXILENE FILMS;PLACE  PIGALLE;75009;2016-12-22;2016-12-22;2.337346;48.881961;"{""type"": ""Point"", ""coordinates"": [2.337346000414044, 48.88196099958675]}";48.8819609996,2.33734600041;Isabelle Nanty, Aurélien Wiik, Tom Villa, Paloma Coquant;N/A;Crime, Drama;N/A;09 Nov 2016;7.6;90
2018-926;2018;Série TV;THE THUNDER;;Europe Film and TV Co Production;rue malebranche, 75005 paris;75005;2018-08-05;2018-08-05;2.34270002;48.84628825;"{""type"": ""Point"", ""coordinates"": [2.342700021107344, 48.84628825207046]}";48.8462882521,2.34270002111;Johnny Huang, Gang Wu, Jinsong Wang, Simon Yam;45 min;Drama;N/A;07 May 2019;7.4;52
2016-2468;2016;Long métrage;KO;FABRICE GOBERT;247 FILMS;RUE  FERDINAND BRAUDEL;75013;2016-09-09;2016-09-10;2.37272;48.83575;"{""type"": ""Point"", ""coordinates"": [2.372719999520712, 48.83575000003436]}";48.83575,2.37271999952;Jiiva, Ajmal Ameer, Karthika Nair, Piaa Bajpai;128 min;Action, Thriller;N/A;22 Apr 2011;7.8;4,970
2018-930;2018;Long métrage;QUAND ON CRIE AU LOUP;Marilou Berry;Wonder Films;5 rue louis boilly, 75016 paris;75016;2018-08-13;2018-08-14;2.26683189;48.85915131;"{""type"": ""Point"", ""coordinates"": [2.266831892417546, 48.8591513080551]}";48.8591513081,2.26683189242;Gérard Jugnot, Marilou Berry, Bérengère Krief, Nicolas Wanczycki;83 min;Comedy, Family;N/A;03 Jul 2019;3.8;107
2016-2473;2016;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;8  AVENUE  ELISEE RECLUS;75007;2016-11-08;2016-11-09;2.297476;48.858373;"{""type"": ""Point"", ""coordinates"": [2.297476000339265, 48.85837299957842]}";48.8583729996,2.29747600034;Benoît Magimel, Gringe, Idir Chender, Laura Smet;104 min;Crime, Thriller;N/A;01 Nov 2017;6.5;2,186
2019-582;2019;Long métrage;VILLA CAPRICE;BERNARD STORA;JPG FILMS;5b rue eugène manuel, 75116 paris;75116;2019-06-06;2019-06-07;2.28148998;48.85908846;"{""type"": ""Point"", ""coordinates"": [2.281489979260703, 48.85908845892238]}";48.8590884589,2.28148997926;Irène Jacob, Niels Arestrup, Patrick Bruel, Alaa Safi;103 min;Drama;N/A;16 Jun 2021;5.7;9
2019-1548;2019;Long métrage;Ala Vaikunthapurramlo;Trivikram Srinivas;LM2018;avenue charles risler, 75007 paris;75007;2019-11-09;2019-11-10;2.30045328;48.85479249;"{""type"": ""Point"", ""coordinates"": [2.300453281557949, 48.85479248860502]}";48.8547924886,2.30045328156;Allu Arjun, Pooja Hegde, Tabu, Jayaram;163 min;Action, Comedy, Drama;N/A;11 Jan 2020;7.1;8,416
2020-927;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;15 rue chateaubriand, 75008 paris;75008;2020-11-27;2020-11-28;2.301138;48.8733551;"{""type"": ""Point"", ""coordinates"": [2.301137997481324, 48.87335509978454]}";48.8733550998,2.30113799748;N/A;N/A;Drama;N/A;03 Sep 2012;N/A;N/A
2019-1553;2019;Série TV;MODERN FAMILY 11;Jim Bagdonas;FROGGIE PRODUCTION;21 rue le regrattier, 75004 paris;75004;2019-11-15;2019-11-15;2.35490778;48.8526091;"{""type"": ""Point"", ""coordinates"": [2.354907784945765, 48.8526090962037]}";48.8526090962,2.35490778495;Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell;22 min;Comedy, Drama, Romance;N/A;23 Sep 2009;8.4;363,937
2020-940;2020;Série Web;H24;Valérie Urrea et Nathalie Masduraud;Les Batelières;rue elsa morante, 75013 paris;75013;2020-11-29;2020-11-29;2.38209008;48.8286253;"{""type"": ""Point"", ""coordinates"": [2.382090081300524, 48.828625294619776]}";48.8286252946,2.3820900813;Anne Parillaud, Frédérique Bel, Barbara Cabrita, Florence Coste;N/A;Drama;N/A;03 Feb 2020;4.9;12
2019-1566;2019;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;rue de harlay, 75001 paris;75001;2019-11-16;2019-11-16;2.34318146;48.85657817;"{""type"": ""Point"", ""coordinates"": [2.34318145906394, 48.85657817302001]}";48.856578173,2.34318145906;Marine Delterme, Jean-Michel Tinivelli, Guillaume Carcaud, Daniel-Jean Colloredo;90 min;Crime, Drama;N/A;11 Nov 1993;5.7;168
2016-924;2016;Long métrage;LES FILLES DE REIMS;JULIEN HALLARD;LES FILMS VELVET;72  RUE  LOUIS LUMIERE;75020;2016-07-27;2016-07-29;2.41113;48.862341;"{""type"": ""Point"", ""coordinates"": [2.411130000452292, 48.86234100029382]}";48.8623410003,2.41113000045;Max Boublil, Vanessa Guide, Bruno Lochet, Carole Franck;90 min;Comedy, Drama, History, Sport;N/A;18 Jan 2019;6.0;510
2019-1570;2019;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;boulevard de l'amiral bruix, 75116 paris;75116;2019-11-18;2019-11-21;2.2785940399999998;48.87495471;"{""type"": ""Point"", ""coordinates"": [2.278594036162377, 48.87495470783359]}";48.8749547078,2.27859403616;Marine Delterme, Jean-Michel Tinivelli, Guillaume Carcaud, Daniel-Jean Colloredo;90 min;Crime, Drama;N/A;11 Nov 1993;5.7;168
2016-980;2016;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;PONT  D'IENA;75007;2016-12-14;2016-12-14;2.302145;48.859131;"{""type"": ""Point"", ""coordinates"": [2.302144999345544, 48.85913100017066]}";48.8591310002,2.30214499935;Chung-Kuang Pai;85 min;Animation, Action, Comedy, Fantasy;N/A;11 Feb 1975;5.1;77
2017-355;2017;Long métrage;ENCHANTEES;Saphia Azzeddine et François-Régis Jeanne;CAPTURE THE FLAG FILMS;64 rue de lille, 75007 paris;75007;2017-08-22;2017-08-22;2.32429153;48.86025238;"{""type"": ""Point"", ""coordinates"": [2.324291529156747, 48.860252380307465]}";48.8602523803,2.32429152916;Sabrina Ouazani, Alice David, Charlotte Gabris, Barbara Probst;100 min;Comedy;N/A;30 May 2018;5.8;470
2016-987;2016;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;14  QUAI  DE SEINE/CINEMA MK2;75019;2016-02-23;2016-02-23;2.371493;48.885073;"{""type"": ""Point"", ""coordinates"": [2.3714930002552093, 48.8850729999187]}";48.8850729999,2.37149300026;Audrey Dana, Christian Clavier, Eric Elmosnino, Alice Belaïdi;95 min;Comedy;N/A;22 Feb 2017;4.9;1,415
2017-365;2017;Série Web;MIAMI VINE;Clément Pillet et Julien Arnardi;CITIZEN PRODUCTIONS;place henri bergson, 75008 paris;75008;2017-09-11;2017-09-11;2.32116411;48.87591355;"{""type"": ""Point"", ""coordinates"": [2.321164108006037, 48.875913552570836]}";48.8759135526,2.32116410801;Don Johnson, Philip Michael Thomas, Saundra Santiago, Olivia Brown;48 min;Action, Crime, Drama, Mystery, Thriller;N/A;16 Sep 1984;7.5;23,653
2016-994;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;29/37  RUE  LE BRUN;75013;2016-04-20;2016-04-20;2.35352;48.834973;"{""type"": ""Point"", ""coordinates"": [2.353520000580202, 48.83497300032615]}";48.8349730003,2.35352000058;Valérie Lemercier, Patrick Timsit, Hélène Vincent, Philippe Laudenbach;95 min;Comedy;N/A;31 May 2017;5.7;1,031
2017-367;2017;Long métrage;The 15:17 to Paris;Clint Eastwood;PENINSULA FILM;7 rue aristide bruant, 75018 paris;75018;2017-08-24;2017-08-24;2.33519866;48.88544771;"{""type"": ""Point"", ""coordinates"": [2.335198655143282, 48.885447707328986]}";48.8854477073,2.33519865514;Ray Corasani, Alek Skarlatos, Anthony Sadler, Spencer Stone;94 min;Biography, Drama, Thriller;45;09 Feb 2018;5.3;29,880
2016-2493;2016;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;RUE  DE LA COSSONNERIE;75001;2016-09-16;2016-09-16;2.348699;48.861539;"{""type"": ""Point"", ""coordinates"": [2.348699000640293, 48.861538999672675]}";48.8615389997,2.34869900064;Gary Kemp, Joanna Trzepiecinska, David Horovitch, Ann Mitchell;84 min;Drama;N/A;10 Mar 1992;5.8;124
2017-90;2017;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;52 rue rené boulanger, 75010 paris;75010;2017-03-08;2017-03-08;2.35971655;48.86870294;"{""type"": ""Point"", ""coordinates"": [2.359716545928592, 48.86870294078383]}";48.8687029408,2.35971654593;Vincent Elbaz, Marie-Sophie Ferdane, Pierre Benezit, Blanche Gardin;98 min;Comedy;N/A;13 Apr 2018;6.3;12,684
2016-2582;2016;Long métrage;LA SAGE FEMME;MARTIN PROVOST;CURIOSA FILMS;AVENUE  DES CHAMPS ELYSEES;75008;2016-04-11;2016-04-11;2.3036339999999997;48.871088;"{""type"": ""Point"", ""coordinates"": [2.303633999512172, 48.87108800008165]}";48.8710880001,2.30363399951;;;;;;;
2016-2542;2016;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;AVENUE  DE VARSOVIE;75016;2016-10-19;2016-10-19;2.268942;48.842908;"{""type"": ""Point"", ""coordinates"": [2.268942000353, 48.84290800012605]}";48.8429080001,2.26894200035;Daniel Doheny, Geraldine Viswanathan, Sadie Calvano, Luke Spencer Roberts;94 min;Comedy, Thriller;N/A;10 Aug 2018;5.5;14,731
2016-2592;2016;Série TV;LES MEUFS;ELODIE FAURE BOULUE;ELODIE FAURE BOULUE;RUE  DE DUNKERQUE;75009;2016-06-27;2016-06-27;2.347275;48.881745;"{""type"": ""Point"", ""coordinates"": [2.347275000587718, 48.881744999935044]}";48.8817449999,2.34727500059;N/A;N/A;Comedy;N/A;07 Sep 2015;N/A;N/A
2016-2552;2016;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;RUE  DE SENLIS;75017;2016-02-11;2016-02-11;2.297527;48.888211;"{""type"": ""Point"", ""coordinates"": [2.29752700061725, 48.88821099964814]}";48.8882109996,2.29752700062;Laetitia Dosch, Souleymane Seye Ndiaye, Grégoire Monsaingeon, Jean-Christophe Folly;97 min;Comedy, Drama;76;01 Nov 2017;6.6;2,490
2016-2555;2016;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;3/5  PLACE  CASADESUS;75018;2016-04-22;2016-04-22;2.337377;48.888524;"{""type"": ""Point"", ""coordinates"": [2.337376999556909, 48.88852400029863]}";48.8885240003,2.33737699956;Reda Kateb, Cécile de France, Bea Palya, Bimbam Merstein;117 min;Biography, Drama, Music, War;49;08 Feb 2018;6.3;1,523
2016-2609;2016;Long métrage;KO;FABRICE GOBERT;247 FILMS;RUE  ABEL GANCE;75013;2016-09-09;2016-09-10;2.373726;48.835585;"{""type"": ""Point"", ""coordinates"": [2.373725999750589, 48.8355849999817]}";48.835585,2.37372599975;Jiiva, Ajmal Ameer, Karthika Nair, Piaa Bajpai;128 min;Action, Thriller;N/A;22 Apr 2011;7.8;4,970
2016-2560;2016;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;RUE  ROBINEAU;75020;2016-10-25;2016-10-25;2.392911;48.864719;"{""type"": ""Point"", ""coordinates"": [2.392910999662699, 48.864718999661896]}";48.8647189997,2.39291099966;Mélanie Thierry, Benoît Magimel, Benjamin Biolay, Grégoire Leprince-Ringuet;127 min;Biography, Drama, War;57;17 Aug 2018;6.2;959
2016-2610;2016;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;TERRE PLEIN  ANGLE AV ST MAURICE ET AV DAUMESNIL;75012;2016-09-15;2016-09-15;2.419124;48.828341;"{""type"": ""Point"", ""coordinates"": [2.419123999745884, 48.82834100035974]}";48.8283410004,2.41912399975;Gary Kemp, Joanna Trzepiecinska, David Horovitch, Ann Mitchell;84 min;Drama;N/A;10 Mar 1992;5.8;124
2016-2580;2016;Long métrage;MON POUSSIN;FREDERIC FORESTIER;LES FILMS DU 24;46  RUE  SAINT LOUIS EN L'ILE;75004;2016-03-15;2016-03-15;2.356794;48.851793;"{""type"": ""Point"", ""coordinates"": [2.35679400034699, 48.8517930003801]}";48.8517930004,2.35679400035;Pierre-François Martin-Laval, Isabelle Nanty, Thomas Solivérès, Manon Valentin;97 min;Comedy;N/A;28 Jun 2017;5.1;418
2016-2617;2016;Série TV;RED OAKS;HALL HARTLEY;FIRSTEP;12  RUE  DE JOUY;75004;2016-08-05;2016-08-05;2.35817;48.854994;"{""type"": ""Point"", ""coordinates"": [2.358169999713341, 48.8549939998731]}";48.8549939999,2.35816999971;Craig Roberts, Ennis Esmer, Oliver Cooper, Richard Kind;30 min;Comedy, Drama, Sport;N/A;28 Aug 2014;7.9;9,944
2020-1001;2020;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;8 place du trocadéro et du onze novembre, 75116 paris;75116;2020-12-03;2020-12-03;2.28662503;48.86359836;"{""type"": ""Point"", ""coordinates"": [2.286625031346032, 48.86359835817283]}";48.8635983582,2.28662503135;Victoria Moroles, Mason Cook, Michael Provost, Hana Hayes;N/A;Comedy;N/A;28 May 2021;N/A;N/A
2017-110;2017;Long métrage;Voyez comme on danse;Michel Blanc;les films du 24;50 avenue montaigne, 75008 paris;75008;2017-09-06;2017-09-06;2.3083372300000002;48.86782591;"{""type"": ""Point"", ""coordinates"": [2.308337231772477, 48.867825910444566]}";48.8678259104,2.30833723177;Karin Viard, Carole Bouquet, Charlotte Rampling, Jean-Paul Rouve;88 min;Comedy, Drama;N/A;10 Oct 2018;5.6;423
2020-1011;2020;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;avenue kléber, 75116 paris;75116;2020-12-03;2020-12-04;2.29071096;48.8678131;"{""type"": ""Point"", ""coordinates"": [2.290710957267046, 48.8678131011156]}";48.8678131011,2.29071095727;Victoria Moroles, Mason Cook, Michael Provost, Hana Hayes;N/A;Comedy;N/A;28 May 2021;N/A;N/A
2017-123;2017;Long métrage;Un Cadeau du Ciel;;LEGENDAIRE;pont louis-philippe, 75004 paris;75004;2017-03-17;2017-03-18;2.35467939;48.85411246;"{""type"": ""Point"", ""coordinates"": [2.354679386870978, 48.854112456125364]}";48.8541124561,2.35467938687;Alain Chabat, Golshifteh Farahani, Pio Marmaï, Bruno Sanches;92 min;Comedy, Family, Fantasy;N/A;06 Dec 2017;6.3;2,268
2020-1028;2020;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;83 avenue kléber, 75116 paris;75116;2020-12-03;2020-12-04;2.2886900199999998;48.8646312;"{""type"": ""Point"", ""coordinates"": [2.288690020207358, 48.86463119717762]}";48.8646311972,2.28869002021;Victoria Moroles, Mason Cook, Michael Provost, Hana Hayes;N/A;Comedy;N/A;28 May 2021;N/A;N/A
2017-125;2017;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;33 avenue de l'opéra, 75002 paris;75002;2017-03-14;2017-03-14;2.33331149;48.86777475;"{""type"": ""Point"", ""coordinates"": [2.33331148743687, 48.86777475399772]}";48.867774754,2.33331148744;Nicolas Avinée, Naidra Ayadi, Zabou Breitman, Valeria Bruni Tedeschi;N/A;Comedy, Drama;N/A;27 Nov 2017;6.5;133
2017-184;2017;Long métrage;Tazzeka;Jean-philippe Gaud;Takka Films;quai du lot, 75019 paris;75019;2017-04-07;2017-04-07;2.38087927;48.90033505;"{""type"": ""Point"", ""coordinates"": [2.380879270398343, 48.90033505359408]}";48.9003350536,2.3808792704;Mahdi Belemlih, Ouidad Elma, Olivier Sitruk, Abbes Zahmani;95 min;Comedy;N/A;30 Nov 2018;6.6;111
2020-1048;2020;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;5 rue de la corderie, 75003 paris;75003;2020-12-15;2020-12-15;2.36289414;48.86524396;"{""type"": ""Point"", ""coordinates"": [2.362894141543439, 48.865243959168005]}";48.8652439592,2.36289414154;;;;;;;
2020-1051;2020;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;10 place de la bastille, 75011 paris;75011;2020-12-14;2020-12-14;2.3703134;48.85370111;"{""type"": ""Point"", ""coordinates"": [2.3703134043173772, 48.853701107669316]}";48.8537011077,2.37031340432;;;;;;;
2017-207;2017;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;86 rue de miromesnil, 75008 paris;75008;2017-03-30;2017-03-30;2.31562395;48.87870913;"{""type"": ""Point"", ""coordinates"": [2.315623951174279, 48.878709129951375]}";48.87870913,2.31562395117;Vincent Elbaz, Marie-Sophie Ferdane, Pierre Benezit, Blanche Gardin;98 min;Comedy;N/A;13 Apr 2018;6.3;12,684
2016-2638;2016;Long métrage;LUMIERE AMOUREUSE;FRANCHIN DOM;KOI FILMS;RUE  LA BONNE;75018;2016-06-14;2016-06-14;2.343412;48.887950000000004;"{""type"": ""Point"", ""coordinates"": [2.3434120002081302, 48.88794999964075]}";48.8879499996,2.34341200021;N/A;18 min;Short, Drama;N/A;N/A;N/A;N/A
2017-208;2017;Série TV;CHRONIQUES PARISIENNES 13;ZABOU BREITMAN;LES FILMS DU KIOSQUE;8 rue de madagascar, 75012 paris;75012;2017-03-24;2017-03-24;2.3974303900000002;48.83496206;"{""type"": ""Point"", ""coordinates"": [2.397430385130165, 48.834962057840755]}";48.8349620578,2.39743038513;N/A;2 min;Short;N/A;05 Nov 2015;N/A;N/A
2017-229;2017;Long métrage;Un cadeau du ciel;;Légendaire;square maurice gardette, 75011 paris;75011;2017-03-31;2017-03-31;2.37873249;48.86145993;"{""type"": ""Point"", ""coordinates"": [2.37873249400903, 48.86145993042073]}";48.8614599304,2.37873249401;Alain Chabat, Golshifteh Farahani, Pio Marmaï, Bruno Sanches;92 min;Comedy, Family, Fantasy;N/A;06 Dec 2017;6.3;2,268
2016-2650;2016;Téléfilm;LA BETE CURIEUSE;LAURENT PERREAU;EX NIHILO;PARC  MONTSOURIS;75014;2016-05-10;2016-05-10;2.334367;48.822372;"{""type"": ""Point"", ""coordinates"": [2.334366999409095, 48.82237200034331]}";48.8223720003,2.33436699941;Laura Smet, Samir Guesmi, Laurent Poitrenaux, Marie Bunel;90 min;Drama;N/A;31 Mar 2017;6.5;92
2017-253;2017;Long métrage;GEMINI;Christopher Mac-Quarrie;FIRSTEP;passage de beaujolais, 75001 paris;75001;2017-04-04;2017-04-04;2.33747001;48.86636442;"{""type"": ""Point"", ""coordinates"": [2.337470005746908, 48.866364416989384]}";48.866364417,2.33747000575;Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong;117 min;Action, Drama, Sci-Fi, Thriller;38;11 Oct 2019;5.7;93,947
