id_lieu;annee_tournage;type_tournage;nom_tournage;nom_realisateur;nom_producteur;adresse_lieu;ardt_lieu;date_debut;date_fin;coord_x;coord_y;geo_shape;geo_point_2d;actors;runtime;Genre;Metascore;Released;Rating;nb_votes
2016-1251;2016;Long métrage;JE VAIS MIEUX;JEAN PIERRE AMERIS;EUROPA CORP;74  RUE  DUNOIS;75013;2016-12-08;2016-12-08;2.365713;48.833536;"{""type"": ""Point"", ""coordinates"": [2.365712999878133, 48.833535999999576]}";48.833536,2.36571299988;Eric Elmosnino, Ary Abittan, Judith El Zein, Alice Pol;86 min;Comedy;N/A;30 May 2018;5.8;247
2016-1293;2016;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;16  RUE  DE CLICHY;75009;2016-03-07;2016-03-07;2.330062;48.878388;"{""type"": ""Point"", ""coordinates"": [2.330062000543677, 48.87838799962874]}";48.8783879996,2.33006200054;Nawell Madani, François Berléand, Mimoun Benabderrahmane, Leyla Doriane;99 min;Comedy;N/A;29 Nov 2017;6.2;398
2016-2776;2016;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;24  RUE  SAINT AMBROISE;75011;2016-11-14;2016-11-14;2.378573;48.862640999999996;"{""type"": ""Point"", ""coordinates"": [2.378572999689704, 48.86264099996455]}";48.862641,2.37857299969;Eriq Ebouaney, Sandrine Bonnaire, Aalayna Lys, Ibrahim Burama Darboe;100 min;Drama;78;19 Oct 2018;6.2;460
2020-15;2020;Long métrage;Un tour chez ma fille (UTCMF);Eric Lavaine;Sameplayer;rue thimonnier, 75009 paris;75009;2020-01-06;2020-01-06;2.34754404;48.87996555;"{""type"": ""Point"", ""coordinates"": [2.347544039087056, 48.879965544698955]}";48.8799655447,2.34754403909;Josiane Balasko, Mathilde Seigner, Jérôme Commandeur, Philippe Lefebvre;88 min;Comedy;N/A;12 Nov 2021;N/A;N/A
2020-37;2020;Série TV;Arsène Lupin;Louis LETERRIER;Gaumont production télévision;place andré honnorat, 75006 paris;75006;2020-01-15;2020-01-15;2.33757707;48.84426368;"{""type"": ""Point"", ""coordinates"": [2.337577068431265, 48.84426368305115]}";48.8442636831,2.33757706843;Romain Duris, Kristin Scott Thomas, Pascal Greggory, Eva Green;125 min;Action, Adventure, Crime, Mystery, Romance, Thriller;N/A;13 Oct 2004;5.5;6,858
2016-1318;2016;Série TV;IN AMERICA;VINCENT PRIMAULT;MAKING PROD;8  RUE  MONSIGNY;75002;2016-04-02;2016-04-02;2.335474;48.868666;"{""type"": ""Point"", ""coordinates"": [2.3354740001591, 48.86866599968589]}";48.8686659997,2.33547400016;Paddy Considine, Samantha Morton, Sarah Bolger, Emma Bolger;105 min;Drama;76;06 Feb 2004;7.7;40,591
2016-1333;2016;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;PLACE  MIREILLE;75001;2016-09-12;2016-09-12;2.345678;48.862265;"{""type"": ""Point"", ""coordinates"": [2.34567799990542, 48.86226500002237]}";48.862265,2.34567799991;Gary Kemp, Joanna Trzepiecinska, David Horovitch, Ann Mitchell;84 min;Drama;N/A;10 Mar 1992;5.8;124
2016-1347;2016;Long métrage;RAID DINGUE;DANY BOON;PATHE TELEVISION;RUE  PERIGNON;75007;2016-05-18;2016-05-18;2.3090669999999998;48.847719;"{""type"": ""Point"", ""coordinates"": [2.309067000032954, 48.84771900032706]}";48.8477190003,2.30906700003;Alice Pol, Dany Boon, Michel Blanc, Yvan Attal;105 min;Action, Comedy, Romance;N/A;08 Jun 2020;5.5;3,604
2016-1385;2016;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;PLACE  LOUIS ARAGON;75004;2016-09-13;2016-09-13;2.347638;48.855283;"{""type"": ""Point"", ""coordinates"": [2.347638000225283, 48.8552829998849]}";48.8552829999,2.34763800023;Gary Kemp, Joanna Trzepiecinska, David Horovitch, Ann Mitchell;84 min;Drama;N/A;10 Mar 1992;5.8;124
2020-84;2020;Série TV;FAMILY BUSINESS SAISON 2;IGOR GOTESMAN;LES FILMS DU KIOSQUE;35 avenue des ternes, 75017 paris;75017;2020-02-10;2020-02-10;2.29394062;48.87853443;"{""type"": ""Point"", ""coordinates"": [2.293940621666096, 48.87853442820793]}";48.8785344282,2.29394062167;N/A;60 min;Reality-TV;N/A;14 Jan 2017;N/A;N/A
2020-85;2020;Série TV;FAMILY BUSINESS SAISON 2;IGOR GOTESMAN;LES FILMS DU KIOSQUE;35 avenue des ternes, 75017 paris;75017;2020-02-10;2020-02-10;2.29394062;48.87853443;"{""type"": ""Point"", ""coordinates"": [2.293940621666096, 48.87853442820793]}";48.8785344282,2.29394062167;N/A;60 min;Reality-TV;N/A;14 Jan 2017;N/A;N/A
2020-130;2020;Téléfilm;BELLE BELLE BELLE;ANNE DEPETRINI;felicita films;5 rue meissonier, 75017 paris;75017;2020-02-24;2020-02-25;2.30426425;48.88298574;"{""type"": ""Point"", ""coordinates"": [2.30426425432738, 48.88298573535799]}";48.8829857354,2.30426425433;Matthew Goode, Lauren Julien-Box, Natasha Williams, Alan McKenna;100 min;Biography, Drama, Romance;64;13 Jun 2014;7.3;28,609
2016-1409;2016;Long métrage;OUI MADEMOISELLE;YISHU YANG;BAYOO;RUE  ALBERT DE MUN;75016;2016-03-13;2016-03-13;2.291363;48.863238;"{""type"": ""Point"", ""coordinates"": [2.291362999890174, 48.86323799998034]}";48.863238,2.29136299989;Jeanne Moreau, Ettore Manni, Keith Skinner, Umberto Orsini;103 min;Drama;N/A;01 Aug 1966;7.3;1,179
2020-163;2020;Téléfilm;BELLE BELLE BELLE;ANNE DEPETRINI;felicita films;place sainte-marthe, 75010 paris;75010;2020-03-04;2020-03-04;2.37246986;48.87398635;"{""type"": ""Point"", ""coordinates"": [2.372469863114084, 48.87398634433033]}";48.8739863443,2.37246986311;Matthew Goode, Lauren Julien-Box, Natasha Williams, Alan McKenna;100 min;Biography, Drama, Romance;64;13 Jun 2014;7.3;28,609
2020-166;2020;Série TV;EN THÉRAPIE;OLIVIER NAKACHE - ERIC TOLEDANO - PIERRE SALVADORI - MATHIEU VADEPIED - NICOLAS PARISIER;LES FILMS DU POISSON;32 rue du faubourg du temple, 75011 paris;75011;2020-03-07;2020-03-09;2.36810007;48.86890899;"{""type"": ""Point"", ""coordinates"": [2.368100069329989, 48.86890898900336]}";48.868908989,2.36810006933;Frédéric Pierrot;N/A;Drama;N/A;04 Feb 2021;8.3;306
2020-199;2020;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;41 avenue de saint-mandé, 75012 paris;75012;2020-05-20;2020-05-20;2.40129927;48.84523938;"{""type"": ""Point"", ""coordinates"": [2.401299273572532, 48.84523937995931]}";48.84523938,2.40129927357;LisaRaye McCoy, Antoine Holmes Sr., Spencer Holmes, Valarie Pettiford;50 min;Action, Crime, Drama;N/A;13 Nov 2018;6.2;401
2020-210;2020;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;100 avenue de saint-mandé, 75012 paris;75012;2020-05-20;2020-05-20;2.40801454;48.84427167;"{""type"": ""Point"", ""coordinates"": [2.40801454063286, 48.84427167051211]}";48.8442716705,2.40801454063;LisaRaye McCoy, Antoine Holmes Sr., Spencer Holmes, Valarie Pettiford;50 min;Action, Crime, Drama;N/A;13 Nov 2018;6.2;401
2016-1494;2016;Long métrage;MADAME;AMANDA STHERS;LGM FILMS;33  RUE  DU MAROIS/AQUA LOFT 31;75016;2016-07-20;2016-07-20;2.260678;48.838412;"{""type"": ""Point"", ""coordinates"": [2.260677999948061, 48.83841200024237]}";48.8384120002,2.26067799995;Toni Collette, Harvey Keitel, Rossy de Palma, Michael Smiley;91 min;Comedy, Drama, Romance;45;23 Mar 2018;6.1;6,482
2016-1500;2016;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;5  AVENUE  ALBERT DE MUN (AQUARIUM DE PARIS);75016;2016-11-21;2016-11-21;2.291363;48.863238;"{""type"": ""Point"", ""coordinates"": [2.291362999890174, 48.86323799998034]}";48.863238,2.29136299989;Déborah François, Alison Wheeler, Marc Ruchmann, Benjamin Bellecour;89 min;Comedy;N/A;05 Jul 2017;5.2;210
2016-1516;2016;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;9/11  AVENUE  TRUDAINE;75009;2016-07-05;2016-07-05;2.345441;48.88158;"{""type"": ""Point"", ""coordinates"": [2.345441000385664, 48.881579999750954]}";48.8815799998,2.34544100039;Gilles Lellouche, Louise Bourgoin, Manu Payet, Marilou Berry;97 min;Comedy, Family;N/A;19 Apr 2017;5.3;832
2016-1520;2016;Long métrage;LES FANTOMES D'ISMAEL;ARNAUD DESPLESCHIN;WHY NOT PRODUCTIONS;1  RUE  DES DARDANELLES;75017;2016-09-06;2016-09-06;2.28504;48.881776;"{""type"": ""Point"", ""coordinates"": [2.285040000093772, 48.881776000404905]}";48.8817760004,2.28504000009;Mathieu Amalric, Marion Cotillard, Charlotte Gainsbourg, Louis Garrel;114 min;Drama, Romance, Thriller;65;23 Mar 2018;5.5;2,277
2016-1555;2016;Long métrage;CORPORATE;NICOLAS SILHOL;KAZAK PRODUCTIONS;12  RUE  ALBERT ROUSSEL;75017;2016-03-02;2016-03-03;2.305525;48.891976;"{""type"": ""Point"", ""coordinates"": [2.305525000612184, 48.89197600012491]}";48.8919760001,2.30552500061;Matt Ingebretson, Jake Weisman, Adam Lustick, Anne Dudek;30 min;Comedy;N/A;17 Jan 2018;7.7;2,870
2020-215;2020;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;27 avenue de lamballe, 75016 paris;75016;2020-05-20;2020-05-20;2.27917114;48.85441662;"{""type"": ""Point"", ""coordinates"": [2.279171138768704, 48.85441662025273]}";48.8544166203,2.27917113877;LisaRaye McCoy, Antoine Holmes Sr., Spencer Holmes, Valarie Pettiford;50 min;Action, Crime, Drama;N/A;13 Nov 2018;6.2;401
2020-240;2020;Série TV;Je Te Promets;Renaud Bertrand;Authentic Prod;34 rue dareau, 75014 paris;75014;2020-06-27;2020-06-28;2.33617627;48.83078401;"{""type"": ""Point"", ""coordinates"": [2.336176269089584, 48.83078400506711]}";48.8307840051,2.33617626909;Rachel McAdams, Channing Tatum, Jessica Lange, Sam Neill;104 min;Drama, Romance;43;10 Feb 2012;6.8;185,387
2020-283;2020;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;10 rue d'aumale, 75009 paris;75009;2020-07-16;2020-07-21;2.33653824;48.87804517;"{""type"": ""Point"", ""coordinates"": [2.336538236067294, 48.87804517117347]}";48.8780451712,2.33653823607;Bryan Cranston, Hunter Doohan, Hope Davis, Michael Stuhlbarg;573 min;Crime, Drama, Thriller;N/A;06 Dec 2020;7.7;30,583
2016-11;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  DE SEVIGNE;75004;2016-02-26;2016-02-26;2.362289;48.856067;"{""type"": ""Point"", ""coordinates"": [2.362288999568085, 48.856066999936495]}";48.8560669999,2.36228899957;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2016-22;2016;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;RUE  MONGE;75005;2016-07-22;2016-07-22;2.352176;48.843955;"{""type"": ""Point"", ""coordinates"": [2.352176000181684, 48.84395499966077]}";48.8439549997,2.35217600018;Nicolas Cage, Maria Conchita Alonso, Jennifer Beals, Elizabeth Ashley;103 min;Comedy, Horror;31;16 Jun 1989;6.0;15,048
2016-23;2016;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;BOULEVARD  SERRURIER (NIVEAU METRO TELEGRAPHE);75019;2016-07-24;2016-07-24;2.396264;48.882512;"{""type"": ""Point"", ""coordinates"": [2.396264000223807, 48.88251199965554]}";48.8825119997,2.39626400022;Éric Caravaca, Esther Garrel, Louise Chevillotte, Paul Toucang;76 min;Drama;69;12 Jan 2018;6.7;1,982
2016-38;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;RUE  EDOUARD QUENU;75005;2016-03-21;2016-03-21;2.34948;48.839259;"{""type"": ""Point"", ""coordinates"": [2.34947999955309, 48.83925900019662]}";48.8392590002,2.34947999955;Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen;107 min;Crime, Drama, Mystery, Thriller;N/A;26 Apr 1996;6.3;16,146
2016-72;2016;Long métrage;AURORE TABORT;BLANDINE LENOIR;KARE PRODUCTIONS;17  RUE  DES HALLES;75001;2016-04-11;2016-04-11;2.34607;48.8603;"{""type"": ""Point"", ""coordinates"": [2.346069999814762, 48.86029999976543]}";48.8602999998,2.34606999981;Agnès Jaoui, Thibault de Montalembert, Pascale Arbillot, Sarah Suco;89 min;Comedy, Drama;N/A;26 Apr 2017;6.4;1,118
2016-90;2016;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;7  RUE  LECHAPELAIS;75017;2016-03-01;2016-03-01;2.3256930000000002;48.885995;"{""type"": ""Point"", ""coordinates"": [2.325692999764119, 48.885994999608485]}";48.8859949996,2.32569299976;Reda Kateb, Cécile de France, Bea Palya, Bimbam Merstein;117 min;Biography, Drama, Music, War;49;08 Feb 2018;6.3;1,523
2016-1595;2016;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;AVENUE  DES PORTUGAIS;75016;2016-07-11;2016-07-11;2.293356;48.871209;"{""type"": ""Point"", ""coordinates"": [2.293356000528184, 48.87120899968183]}";48.8712089997,2.29335600053;Gilles Lellouche, Louise Bourgoin, Manu Payet, Marilou Berry;97 min;Comedy, Family;N/A;19 Apr 2017;5.3;832
2016-1615;2016;Long métrage;FREED;JAMES FOLEY;PENINSULA FILM;PLACE  DE L'OPERA;75002;2016-07-18;2016-07-19;2.33227;48.870057;"{""type"": ""Point"", ""coordinates"": [2.3322700003382693, 48.870057000144406]}";48.8700570001,2.33227000034;Alassane Diong, Yoann Zimmer, Emile Fofana, Nacima Bekthaoui;20 min;Short, Drama;N/A;03 Oct 2019;N/A;N/A
2016-1628;2016;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;32  RUE  SAINT MARC/LES LYONNAIS;75002;2016-08-05;2016-08-05;2.338692;48.870723;"{""type"": ""Point"", ""coordinates"": [2.338692000191834, 48.870723000346494]}";48.8707230003,2.33869200019;Louis Garrel, Stacy Martin, Bérénice Bejo, Micha Lescot;107 min;Biography, Comedy, Drama, Romance;55;13 Sep 2017;6.6;4,737
2016-1648;2016;Série TV;MA PIRE ANGOISSE;VLADIMIR RODIONOFF;LES IMPRODUCTIBLES;7  RUE  APOLLINE;75002;2016-04-11;2016-04-11;2.353354;48.869027;"{""type"": ""Point"", ""coordinates"": [2.353353999728104, 48.86902699962573]}";48.8690269996,2.35335399973;Romain Lancry;N/A;Comedy;N/A;23 Sep 2014;7.3;15
2016-1656;2016;Long métrage;BLOCKBUSTER;JULY HYGRECK;VIRGINIE FILMS;RUE  DE L'ACQUEDUC;75010;2016-04-19;2016-04-20;2.362852;48.881841;"{""type"": ""Point"", ""coordinates"": [2.362852000010366, 48.8818410000399]}";48.881841,2.36285200001;Aadhi, Allu Arjun, Rakul Preet Singh;5 min;Short, Music;N/A;27 Jun 2016;8.6;8
2016-1681;2016;Long métrage;FLORA63;STEPHANE ROBELIN;ICI ET LA PRODUCTIONS;34 ET 39  RUE  DE BELLEVILLE;75019;2016-05-12;2016-05-12;2.380028;48.872951;"{""type"": ""Point"", ""coordinates"": [2.380027999512683, 48.8729509995518]}";48.8729509996,2.38002799951;Matilda Lawler, Alyson Hannigan, Ben Schwartz, Benjamin Evan Ainsworth;95 min;Adventure, Comedy, Family;62;19 Feb 2021;6.3;4,398
2020-328;2020;Téléfilm;Les Héritières;Nolwenn Lemesle;INCOGNITA TELEVISION;4 place de la nation, 75012 paris;75012;2020-07-28;2020-07-31;2.39431537;48.84792672;"{""type"": ""Point"", ""coordinates"": [2.394315368762931, 48.847926718761954]}";48.8479267188,2.39431536876;Déborah François, Fanta Kebe, Tracy Gotoas;N/A;Drama;N/A;N/A;N/A;N/A
2019-266;2019;Série Web;Il revient quand Bertrand;Guillaume Crémonese;Le toro par les cornes;5 rue hélène, 75017 paris;75017;2019-03-11;2019-03-11;2.32533059;48.88647621;"{""type"": ""Point"", ""coordinates"": [2.325330587259268, 48.88647621009402]}";48.8864762101,2.32533058726;Bertrand Usclat, Vincent Debost, Louise Coldefy, Kevin Garnichat;N/A;Comedy;N/A;15 Nov 2016;N/A;N/A
2019-602;2019;Long métrage;THE HUNTING;LEO ZHANG;SWEET DREAMS FILMS;avenue benoît frachon, 75020 paris;75020;2019-06-07;2019-06-08;2.41530604;48.85432314;"{""type"": ""Point"", ""coordinates"": [2.415306036709612, 48.8543231386702]}";48.8543231387,2.41530603671;Sam Reid, Jessica De Gouw, Kavitha Anandasivam, Luca Asta Sardelis;N/A;Drama;N/A;01 Aug 2019;7.2;601
2016-108;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;CARREFOUR  RUE THOMAS MANN;75013;2016-04-15;2016-04-15;2.379982;48.829966;"{""type"": ""Point"", ""coordinates"": [2.379981999490043, 48.82996599979546]}";48.8299659998,2.37998199949;Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen;107 min;Crime, Drama, Mystery, Thriller;N/A;26 Apr 1996;6.3;16,146
2016-151;2016;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;RUE  LOBAU;75004;2016-10-01;2016-10-01;2.353258;48.856204;"{""type"": ""Point"", ""coordinates"": [2.35325800039254, 48.856203999581254]}";48.8562039996,2.35325800039;Nicolas Avinée, Naidra Ayadi, Zabou Breitman, Valeria Bruni Tedeschi;N/A;Comedy, Drama;N/A;27 Nov 2017;6.5;133
2016-178;2016;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;RUE  FRANCOIS 1ER;75008;2016-10-06;2016-10-06;2.305237;48.867743;"{""type"": ""Point"", ""coordinates"": [2.305236999329864, 48.867743000065786]}";48.8677430001,2.30523699933;Jean-Paul Rouve, Patrick Chesnais, Arnaud Ducret, Baptiste Lecaplain;84 min;Comedy;N/A;21 Jun 2017;5.6;638
2016-187;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;21  RUE  DE TANGER;75019;2016-02-03;2016-02-04;2.368397;48.885891;"{""type"": ""Point"", ""coordinates"": [2.368397000002688, 48.88589100019935]}";48.8858910002,2.368397;Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen;107 min;Crime, Drama, Mystery, Thriller;N/A;26 Apr 1996;6.3;16,146
2016-1747;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;5/11  RUE  DE CONSTANTINE;75007;2016-04-27;2016-04-27;2.31499;48.860074;"{""type"": ""Point"", ""coordinates"": [2.314990000040447, 48.860074000228934]}";48.8600740002,2.31499000004;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2020-399;2020;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;1 rue du mail, 75002 paris;75002;2020-08-24;2020-08-25;2.34140889;48.86640709;"{""type"": ""Point"", ""coordinates"": [2.341408890183937, 48.86640709301233]}";48.866407093,2.34140889018;;;;;;;
2019-1615;2019;Long métrage;LES DEUX ALFRED;Bruno Podalydès;WHY NOT PRODUCTIONS;avenue daumesnil, 75012 paris;75012;2019-11-19;2019-11-19;2.40349886;48.83668011;"{""type"": ""Point"", ""coordinates"": [2.403498861422531, 48.83668011280243]}";48.8366801128,2.40349886142;Denis Podalydès, Bruno Podalydès, Sandrine Kiberlain, Yann Frisch;92 min;Comedy;N/A;02 Dec 2020;6.8;26
2019-1629;2019;Long métrage;French Exit;Azazel Jacobs;Same Player;rue payenne, 75003 paris;75003;2019-12-03;2019-12-03;2.36246962;48.85821901;"{""type"": ""Point"", ""coordinates"": [2.36246962418062, 48.85821901101249]}";48.858219011,2.36246962418;Michelle Pfeiffer, Lucas Hedges, Tracy Letts, Valerie Mahaffey;113 min;Comedy, Drama;57;26 Mar 2021;6.5;659
2016-214;2016;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;8  RUE  DE LA MAIN D'OR (BAR);75011;2016-11-14;2016-11-14;2.374634;48.869635;"{""type"": ""Point"", ""coordinates"": [2.374634000588261, 48.8696349999632]}";48.869635,2.37463400059;Déborah François, Alison Wheeler, Marc Ruchmann, Benjamin Bellecour;89 min;Comedy;N/A;05 Jul 2017;5.2;210
2016-218;2016;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;31  BOULEVARD  AUGUSTE BLANQUI;75013;2016-09-28;2016-09-30;2.351928;48.829917;"{""type"": ""Point"", ""coordinates"": [2.351928000429846, 48.82991699996247]}";48.829917,2.35192800043;Sarah Stern, Jean-Christophe Folly, Julia Piaton, Catherine Jacob;95 min;Comedy, Drama;N/A;24 Jun 2018;5.3;1,488
2016-232;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;RUE  DU FAUBOURG SAINT DENIS;75010;2016-10-19;2016-10-19;2.355602;48.875943;"{""type"": ""Point"", ""coordinates"": [2.355601999567355, 48.8759430000883]}";48.8759430001,2.35560199957;Gemma Arterton, Dominic Cooper, Frances Barber, Marthe Keller;101 min;Drama;75;03 Aug 2018;5.9;1,929
2016-256;2016;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;BOIS*  DE BOULOGNE;75016;2016-08-22;2016-08-22;2.286885;48.875133;"{""type"": ""Point"", ""coordinates"": [2.286884999968946, 48.875133000370575]}";48.8751330004,2.28688499997;Alexandra Lamy, Arnaud Ducret, Jamie Bamber, Anne Marivin;95 min;Comedy, Romance;N/A;23 Jun 2020;5.5;896
2016-1798;2016;Long métrage;NUMERO UNE;TONIE MARSHALL;TABO TABO FILMS;RUE  AUGUSTE COMTE;75006;2016-10-24;2016-10-24;2.336289;48.844249;"{""type"": ""Point"", ""coordinates"": [2.33628899956224, 48.844249000006414]}";48.844249,2.33628899956;Emmanuelle Devos, Suzanne Clément, Richard Berry, Sami Frey;110 min;Drama, Thriller;N/A;11 Oct 2017;5.9;507
2016-1820;2016;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;70  AVENUE  DE BRETEUIL;75007;2016-11-14;2016-11-18;2.311245;48.848251;"{""type"": ""Point"", ""coordinates"": [2.311244999641706, 48.848250999612496]}";48.8482509996,2.31124499964;Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant, Sigrid Bouaziz;93 min;Drama, Horror, Thriller;50;13 Jul 2018;6.0;10,750
2016-1834;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;37 BIS  QUAI  DE LA SEINE;75019;2016-04-12;2016-04-12;2.3732509999999998;48.886088;"{""type"": ""Point"", ""coordinates"": [2.373250999995775, 48.88608799957149]}";48.8860879996,2.373251;Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen;107 min;Crime, Drama, Mystery, Thriller;N/A;26 Apr 1996;6.3;16,146
2016-1854;2016;Long métrage;SEULS;DAVID MOREAU;ECHO FILMS;FOIRE  DU TRONE;75012;2016-04-12;2016-04-12;2.398097;48.847795;"{""type"": ""Point"", ""coordinates"": [2.398097000431932, 48.84779499982311]}";48.8477949998,2.39809700043;Sofia Lesaffre, Stéphane Bak, Jean-Stan Du Pac, Paul Scarfoglio;98 min;Adventure, Family, Fantasy, Horror, Sci-Fi, Thriller;N/A;08 Feb 2017;5.1;1,464
2020-466;2020;Long métrage;GOLIATH;Frederic TELLIER;SINGLE MAN PRODUCTIONS;rue gonnet, 75011 paris;75011;2020-09-14;2020-09-15;2.39008155;48.84938662;"{""type"": ""Point"", ""coordinates"": [2.390081546822154, 48.84938661728696]}";48.8493866173,2.39008154682;Billy Bob Thornton, Tania Raymonde, Nina Arianda, Diana Hopper;60 min;Drama;N/A;14 Oct 2016;8.2;34,422
2020-467;2020;Série TV;Rebecca;Didier Le Pêcheurs;Elephant Story;19 rue keller, 75011 paris;75011;2020-09-10;2020-09-10;2.37565886;48.85489478;"{""type"": ""Point"", ""coordinates"": [2.375658859967378, 48.85489477646503]}";48.8548947765,2.37565885997;Lily James, Jacques Bouanich, Marie Collins, Ann Dowd;123 min;Drama, Mystery, Romance, Thriller;46;21 Oct 2020;6.0;32,984
2020-475;2020;Série TV;J'AI MENTI;FREDERIC BERTHE;LES FILMS DU 24;rue de marseille, 75010 paris;75010;2020-09-23;2020-09-23;2.36434456;48.87176675;"{""type"": ""Point"", ""coordinates"": [2.364344556290774, 48.87176675385785]}";48.8717667539,2.36434455629;Glenn Ford, Lee Remick, Stefanie Powers, Roy Poole;123 min;Crime, Mystery, Thriller;69;01 May 1962;7.2;4,734
2020-481;2020;Long métrage;LES AMOURS D ANAIS;CHARLINE BOURGEOIS TACQUET;LES FILMS PELLEAS;place flora tristan, 75014 paris;75014;2020-09-18;2020-09-19;2.32058627;48.83234867;"{""type"": ""Point"", ""coordinates"": [2.320586269869435, 48.83234867216631]}";48.8323486722,2.32058626987;Valeria Bruni Tedeschi, Anaïs Demoustier, Denis Podalydès, Grégoire Oestermann;N/A;Romance;N/A;N/A;N/A;N/A
2020-487;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA;2 rue lord byron, 75008 paris;75008;2020-09-28;2020-09-29;2.30113209;48.87309423;"{""type"": ""Point"", ""coordinates"": [2.301132090453158, 48.87309422895602]}";48.873094229,2.30113209045;N/A;N/A;Drama;N/A;03 Sep 2012;N/A;N/A
2020-490;2020;Long métrage;GOLIATH;Frederic TELLIER;SINGLE MAN PRODUCTIONS;147 rue cardinet, 75017 paris;75017;2020-09-22;2020-09-22;2.31525555;48.88835327;"{""type"": ""Point"", ""coordinates"": [2.315255549236449, 48.888353266964856]}";48.888353267,2.31525554924;Billy Bob Thornton, Tania Raymonde, Nina Arianda, Diana Hopper;60 min;Drama;N/A;14 Oct 2016;8.2;34,422
2019-77;2019;Long métrage;UNCORKED;PRENTICE PENNY;FULLDAWA PRODUCTION;83 boulevard de magenta, 75010 paris;75010;2019-01-14;2019-01-14;2.35569016;48.87631268;"{""type"": ""Point"", ""coordinates"": [2.355690161811334, 48.876312684020796]}";48.876312684,2.35569016181;Courtney B. Vance, Lashun Pollard, Michael Mobley, Robert Cox;104 min;Drama;62;27 Mar 2020;6.2;4,471
2016-316;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;15  RUE  DUPLEIX;75015;2016-04-18;2016-04-19;2.297824;48.851663;"{""type"": ""Point"", ""coordinates"": [2.297824000329426, 48.85166300035757]}";48.8516630004,2.29782400033;Valérie Lemercier, Patrick Timsit, Hélène Vincent, Philippe Laudenbach;95 min;Comedy;N/A;31 May 2017;5.7;1,031
